Ticker,Date,Open,High,Low,Close,Volume
spy,2017-02-28,233.35,233.62,232.7,233.16,98100265
spy,2017-03-01,235.05,236.95,235.03,236.41,151003412
spy,2017-03-02,236.19,236.2,234.87,234.93,71151017
spy,2017-03-03,234.83,235.27,234.39,235.08,82865069
spy,2017-03-06,234.16,234.78,233.68,234.37,55200605
spy,2017-03-07,234.02,234.43,233.44,233.67,65767707
spy,2017-03-08,234,234.3,233.09,233.25,78727134
spy,2017-03-09,233.38,233.9,232.43,233.54,91619311
spy,2017-03-10,234.63,234.68,233.28,234.35,82808890
spy,2017-03-13,234.28,234.52,233.9,234.47,58048547
spy,2017-03-14,233.84,233.9,232.88,233.58,60713888
spy,2017-03-15,234.22,236.07,233.95,235.6,97380541
spy,2017-03-16,235.74,235.83,234.76,235.14,79432624
spy,2017-03-17,235.44,235.66,234.72,234.72,89718166
spy,2017-03-20,234.72,235.05,234.01,234.46,52998932
spy,2017-03-21,235.16,235.3,231.31,231.46,133013288
spy,2017-03-22,231.5,232.32,230.78,231.99,98456664
spy,2017-03-23,231.71,233.05,231.33,231.74,101357572
spy,2017-03-24,232.09,232.75,230.69,231.58,113574295
spy,2017-03-27,229.66,231.64,229.36,231.35,88104901
spy,2017-03-28,231,233.52,230.87,233.03,94296438
spy,2017-03-29,232.7,233.52,232.44,233.25,62022792
spy,2017-03-30,233.18,234.21,232.98,233.98,57216010
spy,2017-03-31,233.61,234.2,233.39,233.45,73900002
qqq,2017-01-03,118.48,119.15,118.06,118.71,21214545
qqq,2017-01-04,118.84,119.57,118.83,119.35,15532039
qqq,2017-01-05,119.32,120.11,119.26,120.03,16869263
qqq,2017-01-06,120.15,121.4,119.84,121.08,21904616
qqq,2017-01-09,121.18,121.7,121.1,121.48,17231057
qqq,2017-01-10,121.52,122.11,121.25,121.75,14918351
qqq,2017-01-11,121.78,122.07,121.17,122.07,18210721
qqq,2017-01-12,121.64,121.96,120.75,121.89,18684043
qqq,2017-01-13,121.95,122.51,121.94,122.3,14167158
qqq,2017-01-17,121.93,122.17,121.58,121.93,14154551
qqq,2017-01-18,122.1,122.3,121.81,122.18,10837505
qqq,2017-01-19,122.33,122.78,121.87,122.12,11734099
qqq,2017-01-20,122.64,122.96,122.06,122.39,19632190
qqq,2017-01-23,122.3,122.66,121.72,122.48,15867740
qqq,2017-01-24,122.72,123.5,122.53,123.31,14324131
qqq,2017-01-25,124.07,124.59,123.98,124.55,14202205
qqq,2017-01-26,124.72,124.95,124.47,124.69,14212980
qqq,2017-01-27,124.93,125.05,124.52,124.93,12635726
qqq,2017-01-30,124.5,124.51,123.26,123.95,21968344
qqq,2017-01-31,123.53,123.73,122.98,123.7,16866257
qqq,2017-02-01,124.55,124.81,123.99,124.56,19421975
qqq,2017-02-02,124.34,124.83,123.99,124.45,13320623
qqq,2017-02-03,124.62,124.94,124.46,124.81,17076199
qqq,2017-02-06,124.55,124.98,124.48,124.96,11116584
qqq,2017-02-07,125.19,125.67,125.1,125.41,15231967
qqq,2017-02-08,125.25,125.8,125.01,125.62,11612347
qqq,2017-02-09,125.75,126.35,125.68,126.08,15123225
qqq,2017-02-10,126.31,126.67,126.14,126.49,13354068
qqq,2017-02-13,126.86,127.36,126.82,127.2,15378521
qqq,2017-02-14,127.25,127.64,126.84,127.63,15238119
qqq,2017-02-15,127.54,128.45,127.47,128.39,16390037
qqq,2017-02-16,128.46,128.73,128.02,128.35,13889230
qqq,2017-02-17,128.19,128.92,128.14,128.91,13262907
qqq,2017-02-21,129.13,129.63,129.09,129.55,17423942
qqq,2017-02-22,129.42,129.69,129.21,129.6,10483575
qqq,2017-02-23,129.8,129.8,128.59,129.12,16566970
qqq,2017-02-24,128.57,129.36,128.48,129.36,17555203
qqq,2017-02-27,129.12,129.53,128.9,129.52,11301445
qqq,2017-02-28,129.49,129.55,128.76,129.12,13562730
qqq,2017-03-01,129.89,130.76,129.7,130.52,19669566
qqq,2017-03-02,130.51,130.51,129.72,129.87,17012807
qqq,2017-03-03,129.75,130.14,129.44,130.1,10702773
qqq,2017-03-06,129.66,130.03,129.31,129.82,10429778
qqq,2017-03-07,129.55,130.16,129.38,129.61,12672989
qqq,2017-03-08,129.67,130.23,129.56,129.81,14015396
qqq,2017-03-09,129.8,130.1,129.24,129.92,18658908
qqq,2017-03-10,130.5,130.68,129.9,130.47,16908269
qqq,2017-03-13,130.6,130.72,130.35,130.69,10806914
qqq,2017-03-14,130.39,130.44,129.85,130.37,14118112
qqq,2017-03-15,130.66,131.48,130.22,131.18,22868564
qqq,2017-03-16,131.41,131.43,130.79,131.09,18586868
qqq,2017-03-17,131.21,131.39,130.97,131.04,17327383
qqq,2017-03-20,131,131.46,130.81,131.16,10155018
qqq,2017-03-21,131.66,131.78,129.1,129.18,36018561
qqq,2017-03-22,129.26,130.17,129.05,130.04,29321700
qqq,2017-03-23,129.87,130.23,129.51,129.73,20411771
qqq,2017-03-24,130.13,130.64,129.5,129.98,21636028
qqq,2017-03-27,129.1,130.42,128.77,130.19,17806266
qqq,2017-03-28,130.16,131.38,129.9,130.99,19606886
qqq,2017-03-29,131.08,131.65,130.94,131.6,11900445
qqq,2017-03-30,131.57,131.96,131.43,131.82,15131777
qqq,2017-03-31,131.62,132.09,131.48,131.73,17249459
dia,2017-01-03,195.41,195.6,194.02,194.94,6786883
dia,2017-01-04,195.26,195.85,195.12,195.65,4908074
dia,2017-01-05,195.45,195.76,194.42,195.25,4197572
dia,2017-01-06,195.23,196.31,194.7,196,4396644
dia,2017-01-09,195.59,195.77,195.25,195.26,2342957
dia,2017-01-10,195.22,195.9,194.74,194.92,3075092
dia,2017-01-11,195.14,196.06,194.68,195.83,5301131
dia,2017-01-12,195.38,195.41,194.07,195.25,3934019
dia,2017-01-13,195.41,195.84,194.84,195.2,3530818
dia,2017-01-17,194.8,195.16,194.12,194.62,3388744
dia,2017-01-18,194.61,194.76,193.84,194.48,4717695
dia,2017-01-19,194.56,194.69,193.25,193.82,3097496
dia,2017-01-20,194.25,194.91,194.04,194.68,7116000
dia,2017-01-23,194.58,194.82,193.78,194.5,3301269
dia,2017-01-24,194.51,195.91,194.34,195.53,5291990
dia,2017-01-25,196.69,197.22,196.43,197.09,4959335
dia,2017-01-26,197.27,197.63,197.09,197.39,4061069
dia,2017-01-27,197.36,197.53,197.12,197.3,3636715
dia,2017-01-30,196.51,196.58,195.13,196.07,4794324
dia,2017-01-31,195.41,195.58,194.28,195.07,4705688
dia,2017-02-01,195.82,196.09,194.91,195.32,3726189
dia,2017-02-02,194.87,195.66,194.74,195.3,2684035
dia,2017-02-03,196.27,197.24,196.13,197.05,4939327
dia,2017-02-06,196.71,197.37,196.46,196.95,2817206
dia,2017-02-07,197.55,197.96,197.1,197.25,2647375
dia,2017-02-08,197.17,197.36,196.83,197.18,2326774
dia,2017-02-09,197.48,198.76,197.43,198.37,3539860
dia,2017-02-10,198.95,199.64,198.72,199.38,2928802
dia,2017-02-13,199.95,201.07,199.95,200.81,2672617
dia,2017-02-14,200.67,201.76,200.55,201.75,3646749
dia,2017-02-15,201.97,203.06,201.87,202.95,3706327
dia,2017-02-16,203.12,203.29,202.42,203.05,4662104
dia,2017-02-17,202.17,203.05,202.16,203.01,5828364
dia,2017-02-21,203.68,204.42,203.55,204.19,3120068
dia,2017-02-22,203.85,204.65,203.76,204.57,2284503
dia,2017-02-23,205.16,205.25,204.33,204.92,3214085
dia,2017-02-24,204.2,205.05,204.19,205.03,3756197
dia,2017-02-27,204.84,205.47,204.73,205.39,3481455
dia,2017-02-28,205.21,205.41,204.8,205.08,2854517
dia,2017-03-01,207,208.65,206.96,208.08,7955708
dia,2017-03-02,208.25,208.25,206.92,206.97,3382351
dia,2017-03-03,207.12,207.38,206.49,206.99,2625285
dia,2017-03-06,206.35,206.85,206.12,206.56,2558674
dia,2017-03-07,206.3,206.74,206.08,206.27,2774859
dia,2017-03-08,206.66,206.69,205.53,205.71,3215585
dia,2017-03-09,205.84,206.19,204.97,205.77,4486421
dia,2017-03-10,206.77,206.78,205.46,206.25,3045712
dia,2017-03-13,206.23,206.43,205.69,206.04,2293581
dia,2017-03-14,205.67,205.98,205.08,205.64,4495550
dia,2017-03-15,205.93,206.99,205.81,206.66,5817973
dia,2017-03-16,207.23,207.23,206.15,206.52,3061001
dia,2017-03-17,207.02,207.02,206.33,206.36,2907068
dia,2017-03-20,206.35,206.76,206.07,206.31,3348240
dia,2017-03-21,206.82,206.92,203.77,203.87,6266708
dia,2017-03-22,203.49,204.09,203.03,203.93,3944757
dia,2017-03-23,203.56,204.82,203.44,203.83,3885824
dia,2017-03-24,204.1,204.42,202.53,203.28,4101627
dia,2017-03-27,201.72,203.03,201.37,202.76,4613782
dia,2017-03-28,202.61,204.59,202.44,204.27,3579968
dia,2017-03-29,204.05,204.08,203.47,203.83,2351562
dia,2017-03-30,203.82,204.78,203.67,204.48,2883810
dia,2017-03-31,204.24,204.45,203.82,203.86,4229843
