Ticker,Date,CallVol,PutVol,PutCallRatio
SPY,2017-02-03,2548418,4683668,1.837872751
SPY,2017-02-02,2687038,4738274,1.763381835
SPY,2017-02-01,3346138,5915814,1.767952786
SPY,2017-01-29,5584938,9212694,1.6495606580000002
SPY,2017-01-28,3199494,5581392,1.7444608430000001
SPY,2017-01-27,5497452,7949872,1.4461012119999999
SPY,2017-01-26,1885536,3210122,1.7024983880000002
SPY,2017-01-25,3460478,5560354,1.606816746
SPY,2017-01-22,2863030,3990724,1.393881308
SPY,2017-01-21,2455770,4022492,1.6379758690000001
SPY,2017-01-20,4232038,5311178,1.254992984
SPY,2017-01-19,2724660,4577958,1.680194226
SPY,2017-01-15,4640682,6513364,1.4035359459999999
SPY,2017-01-14,3080610,3364478,1.092146685
SPY,2017-01-13,2480168,4583544,1.8480780330000002
SPY,2017-01-12,2663764,3603312,1.35271443
SPY,2017-01-11,3011134,4639414,1.540753085
SPY,2017-01-08,4449434,6158964,1.384212913
SPY,2017-01-07,3009812,3898526,1.295272263
SPY,2017-01-06,3985772,7511852,1.88466676
SPY,2017-01-05,1976738,4341200,2.196143343
SPY,2017-01-04,5321328,6721102,1.26304975
XLC,2017-03-31,2206,282,0.127833182
XLC,2017-03-30,922,238,0.25813449
XLC,2017-03-29,4376,1772,0.404936015
XLC,2017-03-26,3400,4294,1.262941176
XLC,2017-03-25,1190,3690,3.100840336
XLC,2017-03-24,1514,2614,1.72655218
XLC,2017-03-23,964,11018,11.42946058
XLC,2017-03-22,21418,20594,0.961527687
XLC,2017-03-19,5656,3330,0.588755304
XLC,2017-03-18,2014,256,0.12711022800000002
XLC,2017-03-17,834,420,0.5035971220000001
XLC,2017-03-16,2080,586,0.281730769
XLC,2017-03-15,2764,1622,0.58683068
XLC,2017-03-12,1112,928,0.834532374
XLC,2017-03-11,3606,2892,0.801996672
XLC,2017-03-10,1476,282,0.19105691100000002
XLC,2017-03-09,1168,396,0.33904109600000004
XLC,2017-03-08,1032,8858,8.583333332999999
XLC,2017-03-05,1352,244,0.18047337300000002
XLC,2017-03-04,2432,1656,0.6809210529999999
XLC,2017-03-03,692,962,1.39017341
XLC,2017-03-02,4444,316,0.071107111
XLC,2017-03-01,706,584,0.827195467
XLC,2017-02-26,1198,1998,1.667779633
XLC,2017-02-25,1162,584,0.502581756
XLC,2017-02-24,848,10354,12.20990566
XLC,2017-02-23,898,520,0.5790645879999999
XLC,2017-02-22,3908,186,0.047594678
XLC,2017-02-19,968,610,0.630165289
XLC,2017-02-18,766,206,0.268929504
XLC,2017-02-17,792,344,0.434343434
XLC,2017-02-16,1072,252,0.23507462699999998
XLC,2017-02-12,1226,304,0.247960848
XLC,2017-02-11,850,396,0.46588235299999997
XLC,2017-02-10,1278,434,0.339593114
XLC,2017-02-09,21174,20412,0.964012468
XLC,2017-02-08,1636,394,0.24083129600000003
XLC,2017-02-05,1426,1876,1.3155680220000001
XLC,2017-02-04,920,1360,1.47826087
XLC,2017-02-03,2934,1426,0.486025903
XLC,2017-02-02,1104,394,0.35688405799999995
XLC,2017-02-01,1668,1770,1.061151079
XLC,2017-01-29,2302,5568,2.41876629
XLC,2017-01-28,1854,352,0.18985976300000001
XLC,2017-01-27,6024,812,0.134794157
XLC,2017-01-26,2208,300,0.135869565
XLC,2017-01-25,3596,624,0.17352614
XLC,2017-01-22,4984,2396,0.48073836299999995
XLC,2017-01-21,2782,724,0.260244428
XLC,2017-01-20,12722,1696,0.13331237199999998
XLC,2017-01-19,14354,698,0.04862756
XLC,2017-01-15,914,532,0.582056893
XLC,2017-01-14,2148,2812,1.3091247670000001
XLC,2017-01-13,1860,1128,0.606451613
XLC,2017-01-12,2542,12918,5.0818253339999995
XLC,2017-01-11,750,942,1.256
XLC,2017-01-08,3752,4452,1.186567164
XLC,2017-01-07,618,214,0.346278317
XLC,2017-01-06,1528,6012,3.9345549739999996
XLC,2017-01-05,916,5688,6.209606987000001
XLC,2017-01-04,2808,676,0.240740741
XLE,2017-03-31,178146,64382,0.3614002
XLE,2017-03-30,146522,44054,0.300664747
XLE,2017-03-29,114726,41728,0.363718773
XLE,2017-03-26,302334,123010,0.40686790100000003
XLE,2017-03-25,294774,189824,0.643964529
XLE,2017-03-24,294680,130138,0.44162481299999995
XLE,2017-03-23,286974,195306,0.680570365
XLE,2017-03-22,347150,148298,0.427187095
XLE,2017-03-19,669450,212276,0.317090149
XLE,2017-03-18,516878,426354,0.824863894
XLE,2017-03-17,165936,141810,0.854606595
XLE,2017-03-16,471740,232040,0.49188112100000003
XLE,2017-03-15,116968,155664,1.330825525
XLE,2017-03-12,254566,100748,0.39576377
XLE,2017-03-11,244456,133352,0.545505122
XLE,2017-03-10,370036,118354,0.319844556
XLE,2017-03-09,173466,90166,0.519790622
XLE,2017-03-08,220860,125672,0.5690120439999999
XLE,2017-03-05,381788,187274,0.49051829799999996
XLE,2017-03-04,443806,139522,0.314376101
XLE,2017-03-03,286694,130456,0.45503568299999997
XLE,2017-03-02,213872,48580,0.22714520800000002
XLE,2017-03-01,231232,97006,0.41951806
XLE,2017-02-26,337086,138630,0.411260035
XLE,2017-02-25,551978,146078,0.264644605
XLE,2017-02-24,636012,153268,0.240982875
XLE,2017-02-23,634806,170972,0.269329527
XLE,2017-02-22,611714,142840,0.233507816
XLE,2017-02-19,288824,167888,0.581281334
XLE,2017-02-18,253868,94970,0.37409204799999995
XLE,2017-02-17,385888,114932,0.297837715
XLE,2017-02-16,599778,167266,0.278879852
XLE,2017-02-12,242492,75456,0.311169028
XLE,2017-02-11,418162,165490,0.39575571200000004
XLE,2017-02-10,390746,60706,0.15535923599999998
XLE,2017-02-09,493606,156702,0.317463726
XLE,2017-02-08,1091128,124932,0.114498024
XLE,2017-02-05,218684,102570,0.469032943
XLE,2017-02-04,283726,136754,0.481993191
XLE,2017-02-03,364376,83912,0.23028959100000002
XLE,2017-02-02,411090,90636,0.220477268
XLE,2017-02-01,449638,228144,0.507394838
XLE,2017-01-29,149008,129806,0.871134436
XLE,2017-01-28,116726,53516,0.458475404
XLE,2017-01-27,317010,192984,0.608763131
XLE,2017-01-26,298504,73200,0.245222845
XLE,2017-01-25,270500,101648,0.375778189
XLE,2017-01-22,245728,105362,0.428774906
XLE,2017-01-21,167238,99368,0.594171181
XLE,2017-01-20,308258,95186,0.308786795
XLE,2017-01-19,165158,112108,0.678792429
XLE,2017-01-15,370806,200504,0.540724799
XLE,2017-01-14,1440310,213266,0.148069513
XLE,2017-01-13,215666,93306,0.432641214
XLE,2017-01-12,501602,157832,0.314655843
XLE,2017-01-11,647070,95280,0.147248366
XLE,2017-01-08,320886,135224,0.421408226
XLE,2017-01-07,470442,98718,0.209840958
XLE,2017-01-06,347510,108616,0.312555034
XLE,2017-01-05,814252,195464,0.240053448
XLE,2017-01-04,92088,92126,1.000412649
XLV,2017-03-31,22380,28272,1.263270777
XLV,2017-03-30,5760,8436,1.4645833330000002
XLV,2017-03-29,20248,45792,2.261556697
XLV,2017-03-26,20840,23494,1.1273512479999999
XLV,2017-03-25,5884,9986,1.6971447990000001
XLV,2017-03-24,5782,5624,0.972673815
XLV,2017-03-23,22820,57636,2.525679229
XLV,2017-03-22,11890,9444,0.794280908
XLV,2017-03-19,12978,6342,0.488673139
XLV,2017-03-18,5314,4726,0.88934889
XLV,2017-03-17,8494,22804,2.684718625
XLV,2017-03-16,49206,6534,0.132788684
XLV,2017-03-15,24624,10624,0.43144899299999995
XLV,2017-03-12,10762,8580,0.7972495820000001
XLV,2017-03-11,43856,9836,0.22427946
XLV,2017-03-10,4286,1776,0.414372375
XLV,2017-03-09,8848,15782,1.7836799280000002
XLV,2017-03-08,7258,7080,0.975475338
XLV,2017-03-05,30250,20498,0.677619835
XLV,2017-03-04,57300,58600,1.022687609
XLV,2017-03-03,14774,3168,0.214430757
XLV,2017-03-02,14074,9700,0.6892141540000001
XLV,2017-03-01,4564,7226,1.5832602980000001
XLV,2017-02-26,34586,14404,0.41646909200000004
XLV,2017-02-25,24120,23392,0.9698175790000001
XLV,2017-02-24,10494,7716,0.735277301
XLV,2017-02-23,16212,2648,0.163335801
XLV,2017-02-22,12396,13934,1.124072281
XLV,2017-02-19,49258,83502,1.6951967190000001
XLV,2017-02-18,3942,4098,1.03957382
XLV,2017-02-17,2916,6404,2.196159122
XLV,2017-02-16,11182,22884,2.046503309
XLV,2017-02-12,19700,19112,0.9701522840000001
XLV,2017-02-11,5136,17710,3.448208723
XLV,2017-02-10,8302,20006,2.409780776
XLV,2017-02-09,16664,5232,0.313970235
XLV,2017-02-08,5960,9266,1.554697987
XLV,2017-02-05,7174,12586,1.7543908559999999
XLV,2017-02-04,14782,6426,0.4347179
XLV,2017-02-03,23362,22912,0.9807379509999999
XLV,2017-02-02,8580,9310,1.085081585
XLV,2017-02-01,6026,19128,3.174244939
XLV,2017-01-29,14794,17894,1.20954441
XLV,2017-01-28,11216,13722,1.223430813
XLV,2017-01-27,16344,38354,2.346671561
XLV,2017-01-26,3042,16054,5.277449047
XLV,2017-01-25,5440,6338,1.165073529
XLV,2017-01-22,6768,12112,1.7895981090000002
XLV,2017-01-21,12788,9696,0.758210823
XLV,2017-01-20,9892,19028,1.9235746059999999
XLV,2017-01-19,9214,6336,0.687649229
XLV,2017-01-15,20012,20682,1.033479912
XLV,2017-01-14,17690,6820,0.38552854700000005
XLV,2017-01-13,11500,15812,1.374956522
XLV,2017-01-12,12856,8504,0.6614810210000001
XLV,2017-01-11,12298,25958,2.110749715
XLV,2017-01-08,17014,19002,1.116844951
XLV,2017-01-07,50480,52898,1.047900158
XLV,2017-01-06,19398,38792,1.999793793
XLV,2017-01-05,28070,20320,0.723904524
XLV,2017-01-04,16076,38672,2.405573526
XLI,2017-03-31,21648,9654,0.445953437
XLI,2017-03-30,14816,8252,0.556965443
XLI,2017-03-29,59066,5882,0.099583517
XLI,2017-03-26,30152,115520,3.831254975
XLI,2017-03-25,9142,12844,1.4049442140000001
XLI,2017-03-24,16260,49918,3.0699877
XLI,2017-03-23,8156,17546,2.151299657
XLI,2017-03-22,5978,12974,2.170291067
XLI,2017-03-19,24738,8388,0.33907349
XLI,2017-03-18,36060,32810,0.909872435
XLI,2017-03-17,13826,7326,0.529871257
XLI,2017-03-16,22606,42638,1.886136424
XLI,2017-03-15,28564,5602,0.19612099100000002
XLI,2017-03-12,22322,6846,0.306692949
XLI,2017-03-11,29600,24512,0.828108108
XLI,2017-03-10,20616,10048,0.48738843600000004
XLI,2017-03-09,7244,7050,0.9732192159999999
XLI,2017-03-08,112458,5380,0.047840083
XLI,2017-03-05,11934,37442,3.13742249
XLI,2017-03-04,23510,35868,1.52564866
XLI,2017-03-03,12342,19838,1.607356992
XLI,2017-03-02,8656,12660,1.462569316
XLI,2017-03-01,40780,9960,0.244237371
XLI,2017-02-26,7678,10554,1.3745767130000002
XLI,2017-02-25,17762,9482,0.53383628
XLI,2017-02-24,27804,27282,0.981225723
XLI,2017-02-23,11014,21502,1.9522426
XLI,2017-02-22,25324,8266,0.32640973
XLI,2017-02-19,38374,26162,0.681763694
XLI,2017-02-18,5096,1686,0.330847724
XLI,2017-02-17,10366,2070,0.19969129800000002
XLI,2017-02-16,12204,3936,0.322517207
XLI,2017-02-12,23548,8904,0.378121284
XLI,2017-02-11,10614,12056,1.1358583
XLI,2017-02-10,56796,25130,0.44246073700000005
XLI,2017-02-09,6166,4216,0.683749595
XLI,2017-02-08,7022,8104,1.154087155
XLI,2017-02-05,15196,14512,0.954988155
XLI,2017-02-04,5176,8486,1.639489954
XLI,2017-02-03,35104,10780,0.30708751100000004
XLI,2017-02-02,168118,9528,0.05667447900000001
XLI,2017-02-01,11190,5150,0.46023235
XLI,2017-01-29,17858,8976,0.502631874
XLI,2017-01-28,3826,17258,4.510716153
XLI,2017-01-27,11186,12550,1.1219381370000001
XLI,2017-01-26,25256,10396,0.41162496
XLI,2017-01-25,17022,5188,0.304782047
XLI,2017-01-22,8652,4668,0.539528433
XLI,2017-01-21,5780,6644,1.149480969
XLI,2017-01-20,7226,10364,1.434265154
XLI,2017-01-19,14846,17202,1.158695945
XLI,2017-01-15,17126,15096,0.8814667759999999
XLI,2017-01-14,104222,6578,0.063115273
XLI,2017-01-13,12894,7060,0.547541492
XLI,2017-01-12,8050,8598,1.068074534
XLI,2017-01-11,16686,8916,0.534340165
XLI,2017-01-08,17858,37440,2.096539366
XLI,2017-01-07,10966,28688,2.616086084
XLI,2017-01-06,13640,17566,1.287829912
XLI,2017-01-05,8672,20072,2.3145756459999998
XLI,2017-01-04,16736,35524,2.122609943
XLB,2017-03-31,6842,1790,0.26161941
XLB,2017-03-30,4386,560,0.127678979
XLB,2017-03-29,8902,5914,0.664345091
XLB,2017-03-26,11134,21366,1.918986887
XLB,2017-03-25,25802,6710,0.26005736
XLB,2017-03-24,2676,2266,0.846786248
XLB,2017-03-23,10542,3800,0.36046291
XLB,2017-03-22,17520,4402,0.251255708
XLB,2017-03-19,22540,23894,1.060070985
XLB,2017-03-18,11162,648,0.058054112000000005
XLB,2017-03-17,2176,922,0.423713235
XLB,2017-03-16,5894,1464,0.248388191
XLB,2017-03-15,19190,5512,0.287232934
XLB,2017-03-12,7464,882,0.11816720300000001
XLB,2017-03-11,5992,2226,0.37149532700000004
XLB,2017-03-10,9622,2752,0.286011224
XLB,2017-03-09,13146,3752,0.285410011
XLB,2017-03-08,65506,14062,0.21466735899999997
XLB,2017-03-05,31288,6826,0.218166709
XLB,2017-03-04,6356,7770,1.22246696
XLB,2017-03-03,4496,18116,4.0293594310000005
XLB,2017-03-02,9498,8260,0.86965677
XLB,2017-03-01,6710,5846,0.87123696
XLB,2017-02-26,7604,3162,0.41583377200000005
XLB,2017-02-25,10428,8700,0.83429229
XLB,2017-02-24,15152,10894,0.718980993
XLB,2017-02-23,22060,4530,0.205349048
XLB,2017-02-22,31088,6250,0.201042203
XLB,2017-02-19,22144,10094,0.45583453799999996
XLB,2017-02-18,5452,2426,0.444974321
XLB,2017-02-17,4340,8816,2.031336406
XLB,2017-02-16,4566,5714,1.251423565
XLB,2017-02-12,8654,898,0.103767044
XLB,2017-02-11,2882,1422,0.493407356
XLB,2017-02-10,10874,2546,0.23413647199999998
XLB,2017-02-09,4332,4234,0.977377655
XLB,2017-02-08,15950,13234,0.829717868
XLB,2017-02-05,26582,7864,0.29583929
XLB,2017-02-04,2046,2238,1.0938416420000001
XLB,2017-02-03,23140,4194,0.181244598
XLB,2017-02-02,2182,6016,2.757103575
XLB,2017-02-01,7050,12946,1.8363120569999998
XLB,2017-01-29,5172,6280,1.2142304720000001
XLB,2017-01-28,5344,3496,0.6541916170000001
XLB,2017-01-27,17744,14138,0.796776375
XLB,2017-01-26,18902,10494,0.555179346
XLB,2017-01-25,15738,4498,0.285805058
XLB,2017-01-22,5082,7446,1.465171192
XLB,2017-01-21,5596,10048,1.795568263
XLB,2017-01-20,7754,15882,2.04823317
XLB,2017-01-19,3190,7236,2.268338558
XLB,2017-01-15,4618,8146,1.763967085
XLB,2017-01-14,13762,1590,0.11553553300000001
XLB,2017-01-13,5032,6114,1.215023847
XLB,2017-01-12,7392,3152,0.426406926
XLB,2017-01-11,4234,15296,3.612659424
XLB,2017-01-08,15356,25256,1.64469914
XLB,2017-01-07,17508,9896,0.565227325
XLB,2017-01-06,16496,16712,1.013094083
XLB,2017-01-05,19560,24918,1.27392638
XLB,2017-01-04,6674,33066,4.954450105
XLK,2017-03-31,23802,11040,0.46382656899999997
XLK,2017-03-30,16450,33420,2.031610942
XLK,2017-03-29,57776,11630,0.201294655
XLK,2017-03-26,10542,13320,1.263517359
XLK,2017-03-25,10578,9114,0.861599546
XLK,2017-03-24,12952,9944,0.767757875
XLK,2017-03-23,8280,34016,4.10821256
XLK,2017-03-22,22840,24344,1.065849387
XLK,2017-03-19,49662,41314,0.831903669
XLK,2017-03-18,12906,25052,1.941112661
XLK,2017-03-17,12662,21744,1.717264255
XLK,2017-03-16,17122,16902,0.987151034
XLK,2017-03-15,11600,7122,0.613965517
XLK,2017-03-12,15170,21182,1.396308504
XLK,2017-03-11,14554,22172,1.523429985
XLK,2017-03-10,7028,14290,2.03329539
XLK,2017-03-09,14128,12014,0.850368063
XLK,2017-03-08,12008,16394,1.365256496
XLK,2017-03-05,34804,31420,0.902769797
XLK,2017-03-04,35798,49838,1.392200682
XLK,2017-03-03,12996,30622,2.356263466
XLK,2017-03-02,35530,43650,1.228539263
XLK,2017-03-01,43532,39478,0.906873105
XLK,2017-02-26,16832,35026,2.0809173
XLK,2017-02-25,15014,31634,2.106966831
XLK,2017-02-24,10798,17916,1.6591961469999998
XLK,2017-02-23,18864,32988,1.748727735
XLK,2017-02-22,13476,22350,1.658504007
XLK,2017-02-19,20368,14972,0.735074627
XLK,2017-02-18,22198,11230,0.505901433
XLK,2017-02-17,37196,12022,0.323206796
XLK,2017-02-16,14334,8026,0.559927445
XLK,2017-02-12,17634,12562,0.712373823
XLK,2017-02-11,11702,11564,0.9882071440000001
XLK,2017-02-10,11616,9988,0.859848485
XLK,2017-02-09,11212,15530,1.3851230819999998
XLK,2017-02-08,14546,13418,0.922452908
XLK,2017-02-05,12594,12100,0.9607749720000001
XLK,2017-02-04,16650,24516,1.472432432
XLK,2017-02-03,14046,15704,1.118040723
XLK,2017-02-02,18196,17250,0.9480105520000001
XLK,2017-02-01,15466,20982,1.356653304
XLK,2017-01-29,26574,38912,1.464288402
XLK,2017-01-28,20702,34566,1.6696937490000001
XLK,2017-01-27,24682,50670,2.0529130540000002
XLK,2017-01-26,16536,22990,1.390299952
XLK,2017-01-25,34418,31518,0.915741763
XLK,2017-01-22,16484,32046,1.944066974
XLK,2017-01-21,29712,23208,0.781098546
XLK,2017-01-20,30000,14236,0.47453333299999995
XLK,2017-01-19,19942,17576,0.8813559320000001
XLK,2017-01-15,25558,15608,0.610689412
XLK,2017-01-14,15274,20444,1.3384836979999999
XLK,2017-01-13,18514,9006,0.486442692
XLK,2017-01-12,12248,19708,1.6090790330000002
XLK,2017-01-11,14552,36430,2.503435954
XLK,2017-01-08,23076,21484,0.9310105740000001
XLK,2017-01-07,27506,18426,0.669890206
XLK,2017-01-06,19190,33650,1.7535174569999998
XLK,2017-01-05,19590,12782,0.6524757529999999
XLK,2017-01-04,24306,23540,0.968485148
XLV,2017-03-31,22380,28272,1.263270777
XLV,2017-03-30,5760,8436,1.4645833330000002
XLV,2017-03-29,20248,45792,2.261556697
XLV,2017-03-26,20840,23494,1.1273512479999999
XLV,2017-03-25,5884,9986,1.6971447990000001
XLV,2017-03-24,5782,5624,0.972673815
XLV,2017-03-23,22820,57636,2.525679229
XLV,2017-03-22,11890,9444,0.794280908
XLV,2017-03-19,12978,6342,0.488673139
XLV,2017-03-18,5314,4726,0.88934889
XLV,2017-03-17,8494,22804,2.684718625
XLV,2017-03-16,49206,6534,0.132788684
XLV,2017-03-15,24624,10624,0.43144899299999995
XLV,2017-03-12,10762,8580,0.7972495820000001
XLV,2017-03-11,43856,9836,0.22427946
XLV,2017-03-10,4286,1776,0.414372375
XLV,2017-03-09,8848,15782,1.7836799280000002
XLV,2017-03-08,7258,7080,0.975475338
XLV,2017-03-05,30250,20498,0.677619835
XLV,2017-03-04,57300,58600,1.022687609
XLV,2017-03-03,14774,3168,0.214430757
XLV,2017-03-02,14074,9700,0.6892141540000001
XLV,2017-03-01,4564,7226,1.5832602980000001
XLV,2017-02-26,34586,14404,0.41646909200000004
XLV,2017-02-25,24120,23392,0.9698175790000001
XLV,2017-02-24,10494,7716,0.735277301
XLV,2017-02-23,16212,2648,0.163335801
XLV,2017-02-22,12396,13934,1.124072281
XLV,2017-02-19,49258,83502,1.6951967190000001
XLV,2017-02-18,3942,4098,1.03957382
XLV,2017-02-17,2916,6404,2.196159122
XLV,2017-02-16,11182,22884,2.046503309
XLV,2017-02-12,19700,19112,0.9701522840000001
XLV,2017-02-11,5136,17710,3.448208723
XLV,2017-02-10,8302,20006,2.409780776
XLV,2017-02-09,16664,5232,0.313970235
XLV,2017-02-08,5960,9266,1.554697987
XLV,2017-02-05,7174,12586,1.7543908559999999
XLV,2017-02-04,14782,6426,0.4347179
XLV,2017-02-03,23362,22912,0.9807379509999999
XLV,2017-02-02,8580,9310,1.085081585
XLV,2017-02-01,6026,19128,3.174244939
XLV,2017-01-29,14794,17894,1.20954441
XLV,2017-01-28,11216,13722,1.223430813
XLV,2017-01-27,16344,38354,2.346671561
XLV,2017-01-26,3042,16054,5.277449047
XLV,2017-01-25,5440,6338,1.165073529
XLV,2017-01-22,6768,12112,1.7895981090000002
XLV,2017-01-21,12788,9696,0.758210823
XLV,2017-01-20,9892,19028,1.9235746059999999
XLV,2017-01-19,9214,6336,0.687649229
XLV,2017-01-15,20012,20682,1.033479912
XLV,2017-01-14,17690,6820,0.38552854700000005
XLV,2017-01-13,11500,15812,1.374956522
XLV,2017-01-12,12856,8504,0.6614810210000001
XLV,2017-01-11,12298,25958,2.110749715
XLV,2017-01-08,17014,19002,1.116844951
XLV,2017-01-07,50480,52898,1.047900158
XLV,2017-01-06,19398,38792,1.999793793
XLV,2017-01-05,28070,20320,0.723904524
XLV,2017-01-04,16076,38672,2.405573526
